Katastralgemeindenummer;Katastralgemeinde_Name;Bundesland;GWA;NAPV Anlage 5 Gebiet;Faktor für Saldo;GW-Acker Layer;Feuchtgebiet;Trockengebiet
14167;Thal;Niederösterreich;;;;;;
14168;Umbach;Niederösterreich;;;;;;
14169;Ursprung;Niederösterreich;;;;;;
14170;Weitenegg;Niederösterreich;;;;;;
14171;Winden;Niederösterreich;;;;;;
14172;Wolfstein;Niederösterreich;;;;;;
14173;Wörth;Niederösterreich;;;;;;
14174;Zelking;Niederösterreich;;;;;;
14175;Fritzelsdorf;Niederösterreich;;;;;;
14176;Hart;Niederösterreich;;;;;;
14177;Hasling;Niederösterreich;;;;;;
14178;Nussendorf;Niederösterreich;;;;;;
14179;Unterbierbaum;Niederösterreich;;;;;;
14180;Emmersdorf;Niederösterreich;;;;;;
14181;Fahnsdorf;Niederösterreich;;;;;;
14182;St. Georgen;Niederösterreich;;;;;;
14183;Gossam;Niederösterreich;;;;;;
14184;Grimsing;Niederösterreich;;;;;;
14185;Hain;Niederösterreich;;;;;;
14186;Hofamt;Niederösterreich;;;;;;
14187;Mödelsdorf;Niederösterreich;;;;;;
14188;Pömling;Niederösterreich;;;;;;
14189;Rantenberg;Niederösterreich;;;;;;
14190;Reith;Niederösterreich;;;;;;
14191;Schallemmersdorf;Niederösterreich;;;;;;
14192;Diedersdorf;Niederösterreich;;;;;;
14201;Altenmarkt;Niederösterreich;;;;;;
14202;Artneramt;Niederösterreich;;;;;;
14203;Auratsberg;Niederösterreich;;;;;;
14205;Dorfstetten;Niederösterreich;;;;;;
14208;Fünfling;Niederösterreich;;;;;;
14209;Gottsdorf;Niederösterreich;;;;;;
14210;Granz;Niederösterreich;;;;;;
14211;Hagsdorf;Niederösterreich;;;;;;
14214;Hofamt Priel;Niederösterreich;;;;;;
14215;Isper;Niederösterreich;;;;;;
14216;Kapelleramt;Niederösterreich;;;;;;
14219;Krumnußbaum;Niederösterreich;;;;;;
14220;Marbach;Niederösterreich;;;;;;
14221;Maria Taferl;Niederösterreich;;;;;;
14223;Mitterndorf;Niederösterreich;;;;;;
14225;Nöchling;Niederösterreich;;;;;;
14227;Obererla;Niederösterreich;;;;;;
14228;Oberthalheim;Niederösterreich;;;;;;
14230;Persenbeug;Niederösterreich;;;;;;
14232;Reitern;Niederösterreich;;;;;;
14233;Rottenhof;Niederösterreich;;;;;;
14234;St. Oswald;Niederösterreich;;;;;;
14235;Stiegeramt;Niederösterreich;;;;;;
14237;Untererla;Niederösterreich;;;;;;
14238;Unterthalheim;Niederösterreich;;;;;;
14239;Weins;Niederösterreich;;;;;;
14240;Wimm;Niederösterreich;;;;;;
14241;Wimberg;Niederösterreich;;;;;;
14301;Afterbach;Niederösterreich;;;;;;
14302;Aichau;Niederösterreich;;;;;;
14303;Arndorf;Niederösterreich;;;;;;
14304;Aschelberg;Niederösterreich;;;;;;
14305;Bergern bei Pöggstall;Niederösterreich;;;;;;
14306;Braunegg;Niederösterreich;;;;;;
14307;Bruck am Ostrong;Niederösterreich;;;;;;
14308;Dietsam;Niederösterreich;;;;;;
14309;Dölla;Niederösterreich;;;;;;
14310;Eibetsberg bei Raxendorf;Niederösterreich;;;;;;
14311;Eibetsberg bei Weiten;Niederösterreich;;;;;;
14312;Eitental;Niederösterreich;;;;;;
14313;Feistritz;Niederösterreich;;;;;;
14314;Filsendorf;Niederösterreich;;;;;;
14315;Gerersdorf;Niederösterreich;;;;;;
14316;Gmaining;Niederösterreich;;;;;;
14317;Jasenegg;Niederösterreich;;;;;;
14318;Klebing;Niederösterreich;;;;;;
14319;Krempersbach;Niederösterreich;;;;;;
14320;Krumling;Niederösterreich;;;;;;
14321;Laas;Niederösterreich;;;;;;
14322;Laimbach;Niederösterreich;;;;;;
14323;Landstetten;Niederösterreich;;;;;;
14324;Lauffenegg;Niederösterreich;;;;;;
14325;Lehsdorf;Niederösterreich;;;;;;
14326;Lohsdorf an der Schwarza;Niederösterreich;;;;;;
14327;Loibersdorf;Niederösterreich;;;;;;
14328;Mannersdorf bei Heiligenblut;Niederösterreich;;;;;;
14329;Mollendorf;Niederösterreich;;;;;;
14330;Moos;Niederösterreich;;;;;;
14331;Mörenz;Niederösterreich;;;;;;
14332;Muckendorf;Niederösterreich;;;;;;
14333;Mürfelndorf;Niederösterreich;;;;;;
14334;Nasting;Niederösterreich;;;;;;
14335;Neudorf;Niederösterreich;;;;;;
14336;Neukirchen;Niederösterreich;;;;;;
14337;Neusiedl am Feldstein;Niederösterreich;;;;;;
14338;Neusiedl bei Pfaffenhof;Niederösterreich;;;;;;
14339;Oberbierbaum;Niederösterreich;;;;;;
14340;Oberhohenau;Niederösterreich;;;;;;
14341;Oberndorf;Niederösterreich;;;;;;
14342;Öd;Niederösterreich;;;;;;
14343;Ottenberg;Niederösterreich;;;;;;
14344;Payerstetten;Niederösterreich;;;;;;
14345;Pfaffenhof;Niederösterreich;;;;;;
14346;Pöbring;Niederösterreich;;;;;;
14347;Pöggstall;Niederösterreich;;;;;;
14348;Pölla;Niederösterreich;;;;;;
14349;Pömmerstall;Niederösterreich;;;;;;
14350;Prinzelndorf;Niederösterreich;;;;;;
14351;Rafles;Niederösterreich;;;;;;
14352;Raxendorf;Niederösterreich;;;;;;
14353;Robans;Niederösterreich;;;;;;
14354;Schwarzau;Niederösterreich;;;;;;
14355;Seiterndorf;Niederösterreich;;;;;;
14356;Steinbach;Niederösterreich;;;;;;
14357;Straßreith;Niederösterreich;;;;;;
14358;Streitwiesen;Niederösterreich;;;;;;
14359;Tottendorf;Niederösterreich;;;;;;
14360;Trennegg;Niederösterreich;;;;;;
14361;Troibetsberg;Niederösterreich;;;;;;
14362;Unterhohenau;Niederösterreich;;;;;;
14363;Wachtberg;Niederösterreich;;;;;;
14364;Walkersdorf;Niederösterreich;;;;;;
14365;Weinling;Niederösterreich;;;;;;
14366;Weißpyhra;Niederösterreich;;;;;;
14367;Weiten;Niederösterreich;;;;;;
14368;Weiterndorf;Niederösterreich;;;;;;
14370;Würnsdorf;Niederösterreich;;;;;;
14371;Zehentegg;Niederösterreich;;;;;;
14372;Zeining;Niederösterreich;;;;;;
14373;Zöbring;Niederösterreich;;;;;;
14374;Zogelsdorf;Niederösterreich;;;;;;
14375;Bachones;Niederösterreich;;;;;;
14376;Edelsreith;Niederösterreich;;;;;;
14377;Kehrbach;Niederösterreich;;;;;;
14378;Kollnitz;Niederösterreich;;;;;;
14379;Mayerhofen;Niederösterreich;;;;;;
14380;Münichreith;Niederösterreich;;;;;;
14381;Pargatstetten;Niederösterreich;;;;;;
14382;Rappoltenreith;Niederösterreich;;;;;;
14401;Blindenmarkt;Niederösterreich;X;;0,6;Feuchtgebiet;X;
14403;Donaudorf;Niederösterreich;;;;;;
14404;Göttsbach;Niederösterreich;;;;;;
14405;Gumprechtsberg;Niederösterreich;;;;;;
14406;Holzing;Niederösterreich;;;;;;
14407;Karlsbach;Niederösterreich;;;;;;
14408;Kemmelbach;Niederösterreich;;;;;;
14409;Kottingburgstall;Niederösterreich;;;;;;
14410;Landfriedstetten;Niederösterreich;;;;;;
14411;Neumarkt;Niederösterreich;;;;;;
14412;Petzenkirchen;Niederösterreich;;;;;;
14413;Plaika;Niederösterreich;;;;;;
14414;Ratzenberg;Niederösterreich;;;;;;
14415;Sarling;Niederösterreich;;;;;;
14416;Säusenstein;Niederösterreich;;;;;;
14417;St. Martin;Niederösterreich;;;;;;
14418;Weitgraben;Niederösterreich;;;;;;
14419;Wohlfahrtsbrunn;Niederösterreich;;;;;;
14420;Ybbs;Niederösterreich;;;;;;
15001;Asparn an der Zaya;Niederösterreich;X;X;0,8;Trockengebiet;;X
15002;Atzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15003;Bullendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15005;Ebendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15006;Ebersdorf an der Zaya;Niederösterreich;X;X;0,8;Trockengebiet;;X
15007;Eggersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15008;Eibesthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15011;Frättingsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15012;Garmanns;Niederösterreich;X;X;0,8;Trockengebiet;;X
15013;Gaweinstal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15015;Grafensulz;Niederösterreich;X;X;0,8;Trockengebiet;;X
15016;Helfens;Niederösterreich;X;X;0,8;Trockengebiet;;X
15017;Herrnleis;Niederösterreich;X;X;0,8;Trockengebiet;;X
15018;Hobersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15019;Höbersbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15020;Hörersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15022;Hüttendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15023;Kettlasbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15024;Kleinsitzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15025;Ladendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15026;Lanzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15027;Michelstetten;Niederösterreich;X;X;0,8;Trockengebiet;;X
15028;Mistelbach;Niederösterreich;X;X;0,8;Trockengebiet;;X
15029;Neubau;Niederösterreich;X;X;0,8;Trockengebiet;;X
15030;Niederleis;Niederösterreich;X;X;0,8;Trockengebiet;;X
15031;Nodendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15033;Olgersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15034;Paasdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15035;Pellendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15036;Pürstendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15037;Schletz;Niederösterreich;X;X;0,8;Trockengebiet;;X
15038;Schrick;Niederösterreich;X;X;0,8;Trockengebiet;;X
15039;Siebenhirten;Niederösterreich;X;X;0,8;Trockengebiet;;X
15042;Wilfersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15043;Altmanns;Niederösterreich;X;X;0,8;Trockengebiet;;X
15044;Martinsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15101;Althöflein;Niederösterreich;X;X;0,8;Trockengebiet;;X
15102;Altlichtenwarth;Niederösterreich;X;X;0,8;Trockengebiet;;X
15103;Altruppersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15105;Bernhardsthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15106;Drasenhofen;Niederösterreich;X;X;0,8;Trockengebiet;;X
15107;Erdberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
15108;Falkenstein;Niederösterreich;X;X;0,8;Trockengebiet;;X
15109;Föllim;Niederösterreich;X;X;0,8;Trockengebiet;;X
15110;Ginzersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15111;Großkrut;Niederösterreich;X;X;0,8;Trockengebiet;;X
15112;Guttenbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15113;Harrersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15114;Hausbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15115;Herrnbaumgarten;Niederösterreich;X;X;0,8;Trockengebiet;;X
15116;Höbertsgrub;Niederösterreich;X;X;0,8;Trockengebiet;;X
15117;Katzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15118;Ketzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15119;Kleinhadersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15120;Kleinschweinbarth;Niederösterreich;X;X;0,8;Trockengebiet;;X
15121;Ottenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15122;Passauerhof;Niederösterreich;X;X;0,8;Trockengebiet;;X
15123;Poysbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15124;Poysdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15125;Rabensburg;Niederösterreich;X;X;0,8;Trockengebiet;;X
15126;Reinthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15127;Schrattenberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
15128;Steinebrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15129;Stützenhofen;Niederösterreich;X;X;0,8;Trockengebiet;;X
15130;Walterskirchen;Niederösterreich;X;X;0,8;Trockengebiet;;X
15131;Wetzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15132;Wilhelmsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15201;Bockfließ;Niederösterreich;X;X;0,8;Trockengebiet;;X
15202;Bogenneusiedl;Niederösterreich;X;X;0,8;Trockengebiet;;X
15203;Eibesbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15204;Großebersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15205;Großengersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15206;Hautzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15207;Kronberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
15208;Manhartsbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
15209;Münichsthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15210;Niederkreuzstetten;Niederösterreich;X;X;0,8;Trockengebiet;;X
15211;Obersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15212;Pfösing;Niederösterreich;X;X;0,8;Trockengebiet;;X
15213;Pillichsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15214;Putzing;Niederösterreich;X;X;0,8;Trockengebiet;;X
15215;Reuhof;Niederösterreich;X;X;0,8;Trockengebiet;;X
15216;Riedenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
15217;Schleinbach;Niederösterreich;X;X;0,8;Trockengebiet;;X
15218;Streifing;Niederösterreich;X;X;0,8;Trockengebiet;;X
15219;Traunfeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
15220;Ulrichskirchen;Niederösterreich;X;X;0,8;Trockengebiet;;X
15221;Unterolberndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15222;Wendlingerhof;Niederösterreich;X;X;0,8;Trockengebiet;;X
15223;Wolfpassing an der Hochleithen;Niederösterreich;X;X;0,8;Trockengebiet;;X
15224;Wolkersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
15225;Oberkreuzstetten;Niederösterreich;X;X;0,8;Trockengebiet;;X
15226;Hornsburg;Niederösterreich;X;X;0,8;Trockengebiet;;X
16101;Achau;Niederösterreich;;;;;;
16102;Anningerforst;Niederösterreich;;;;;;
16103;Biedermannsdorf;Niederösterreich;;;;;;
16104;Breitenfurt;Niederösterreich;;;;;;
16105;Brunn am Gebirge;Niederösterreich;;;;;;
16106;Dornbach;Niederösterreich;;;;;;
16107;Gaaden;Niederösterreich;;;;;;
16108;Gießhübl;Niederösterreich;;;;;;
16109;Grub;Niederösterreich;;;;;;
16110;Gumpoldskirchen;Niederösterreich;;;;;;
16111;Guntramsdorf;Niederösterreich;;;;;;
16112;Hennersdorf;Niederösterreich;;;;;;
16113;Hinterbrühl;Niederösterreich;;;;;;
16114;Hochroterd;Niederösterreich;;;;;;
16115;Kaltenleutgeben;Niederösterreich;;;;;;
16116;Laab im Walde;Niederösterreich;;;;;;
16117;Laxenburg;Niederösterreich;;;;;;
16118;Maria Enzersdorf;Niederösterreich;;;;;;
16119;Mödling;Niederösterreich;;;;;;
16120;Münchendorf;Niederösterreich;;;;;;
16121;Perchtoldsdorf;Niederösterreich;;;;;;
16122;Sittendorf;Niederösterreich;;;;;;
16123;Sparbach;Niederösterreich;;;;;;
16124;Stangau;Niederösterreich;;;;;;
16125;Sulz im Wienerwald;Niederösterreich;;;;;;
16126;Vösendorf;Niederösterreich;;;;;;
16127;Weißenbach bei Mödling;Niederösterreich;;;;;;
16128;Wiener Neudorf;Niederösterreich;;;;;;
18001;Alberndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18002;Augenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
18003;Großkadolz;Niederösterreich;X;X;0,8;Trockengebiet;;X
18004;Hadres;Niederösterreich;X;X;0,8;Trockengebiet;;X
18005;Haugsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18006;Jetzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18007;Mailberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
18008;Obritz;Niederösterreich;X;X;0,8;Trockengebiet;;X
18009;Peigarten;Niederösterreich;X;X;0,8;Trockengebiet;;X
18010;Pernersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18011;Pfaffendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18012;Ragelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18013;Seefeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
18014;Untermarkersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18101;Deinzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18102;Dietmannsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18103;Felling;Niederösterreich;;;;;;
18104;Hardegg;Niederösterreich;;;;;;
18105;Heufurth;Niederösterreich;;;;;;
18106;Hofern;Niederösterreich;;;;;;
18107;Kleinhöflein;Niederösterreich;X;X;0,8;Trockengebiet;;X
18108;Kleinriedenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
18109;Leodagger;Niederösterreich;;;;;;
18110;Mallersbach;Niederösterreich;;;;;;
18111;Merkersdorf;Niederösterreich;;;;;;
18112;Mitterretzbach;Niederösterreich;X;X;0,8;Trockengebiet;;X
18113;Niederfladnitz;Niederösterreich;;;;;;
18115;Obermarkersdorf;Niederösterreich;;;;;;
18116;Obernalb;Niederösterreich;;;;;;
18117;Oberretzbach;Niederösterreich;;;;;;
18118;Pillersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18119;Platt;Niederösterreich;X;X;0,8;Trockengebiet;;X
18120;Pleissing;Niederösterreich;;;;;;
18121;Pulkau;Niederösterreich;X;X;0,8;Trockengebiet;;X
18122;Retz Altstadt;Niederösterreich;X;X;0,8;Trockengebiet;;X
18123;Retz Stadt;Niederösterreich;X;X;0,8;Trockengebiet;;X
18124;Riegersburg;Niederösterreich;;;;;;
18125;Rohrendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18126;Schrattenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
18127;Umlauf;Niederösterreich;;;;;;
18128;Unternalb;Niederösterreich;X;X;0,8;Trockengebiet;;X
18129;Unterretzbach;Niederösterreich;X;X;0,8;Trockengebiet;;X
18130;Waitzendorf;Niederösterreich;;;;;;
18131;Waschbach;Niederösterreich;;;;;;
18132;Watzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18133;Zellerndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18134;Großreipersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
18135;Passendorf;Niederösterreich;;;;;;
18136;Rafing;Niederösterreich;;;;;;
19001;Bernreit;Niederösterreich;;;;;;
19002;Durlaß;Niederösterreich;;;;;;
19003;Ebenwald;Niederösterreich;;;;;;
19004;Fahrabach;Niederösterreich;;;;;;
19005;Gaupmannsgraben;Niederösterreich;;;;;;
19006;Gegend Eck;Niederösterreich;;;;;;
19007;Obergegend;Niederösterreich;;;;;;
19008;Gölsen;Niederösterreich;;;;;;
19009;Hainfeld;Niederösterreich;;;;;;
19010;Hinterhallbach;Niederösterreich;;;;;;
19011;Haraseck;Niederösterreich;;;;;;
19012;Heugraben;Niederösterreich;;;;;;
19013;Höfnergraben;Niederösterreich;;;;;;
19014;Oberhöhe;Niederösterreich;;;;;;
19015;Kasberg;Niederösterreich;;;;;;
19016;Kaumberg;Niederösterreich;;;;;;
19017;Kerschenbach;Niederösterreich;;;;;;
19018;Kieneck;Niederösterreich;;;;;;
19019;Ob der Kirche;Niederösterreich;;;;;;
19020;Kropfsdorf;Niederösterreich;;;;;;
19021;Laabach;Niederösterreich;;;;;;
19022;Landsthal;Niederösterreich;;;;;;
19023;Mayerhöfen;Niederösterreich;;;;;;
19024;Pfenningbach;Niederösterreich;;;;;;
19025;Prünst;Niederösterreich;;;;;;
19026;Rainfeld;Niederösterreich;;;;;;
19027;Ramsau;Niederösterreich;;;;;;
19028;Oberried;Niederösterreich;;;;;;
19029;Unterried;Niederösterreich;;;;;;
19030;Oberrohrbach;Niederösterreich;;;;;;
19031;Unterrohrbach;Niederösterreich;;;;;;
19032;Saugraben;Niederösterreich;;;;;;
19033;Schneidbach;Niederösterreich;;;;;;
19034;Schwarzenbach;Niederösterreich;;;;;;
19035;Steinbachthal;Niederösterreich;;;;;;
19036;Steinwandleithen;Niederösterreich;;;;;;
19037;Traisenort;Niederösterreich;;;;;;
19038;Obertriesting;Niederösterreich;;;;;;
19039;Untertriesting;Niederösterreich;;;;;;
19040;St. Veit an der Gölsen;Niederösterreich;;;;;;
19041;Vollberg;Niederösterreich;;;;;;
19042;Außerwiesenbach;Niederösterreich;;;;;;
19043;Innerwiesenbach;Niederösterreich;;;;;;
19044;Wiesenfeld;Niederösterreich;;;;;;
19045;Wobach;Niederösterreich;;;;;;
19046;Kleinzell;Niederösterreich;;;;;;
19101;Absdorf;Niederösterreich;;;;;;
19102;Adletzberg;Niederösterreich;;;;;;
19103;Ambach;Niederösterreich;;;;;;
19104;St. Andrä an der Traisen;Niederösterreich;;;;;;
19105;Angern;Niederösterreich;;;;;;
19106;Anzenberg;Niederösterreich;;;;;;
19107;Anzenhof;Niederösterreich;;;;;;
19108;Diendorf;Niederösterreich;;;;;;
19109;Doppel;Niederösterreich;;;;;;
19110;Ederding;Niederösterreich;;;;;;
19111;Einöd;Niederösterreich;;;;;;
19112;Eitzendorf;Niederösterreich;;;;;;
19113;Etzersdorf;Niederösterreich;;;;;;
19114;Flinsdorf;Niederösterreich;;;;;;
19115;Franzhausen;Niederösterreich;;;;;;
19116;Frauendorf;Niederösterreich;;;;;;
19117;Fugging;Niederösterreich;;;;;;
19118;Gemeinlebarn;Niederösterreich;X;;0,8;Trockengebiet;;X
19119;St. Georgen bei Wagram;Niederösterreich;;;;;;
19120;Getzersdorf;Niederösterreich;;;;;;
19121;Greiling;Niederösterreich;;;;;;
19122;Grunddorf;Niederösterreich;;;;;;
19123;Grünz;Niederösterreich;;;;;;
19124;Gutenbrunn;Niederösterreich;;;;;;
19125;Hain;Niederösterreich;;;;;;
19126;Hameten;Niederösterreich;;;;;;
19127;Haselbach;Niederösterreich;;;;;;
19128;Hausheim;Niederösterreich;;;;;;
19129;Heinigstetten;Niederösterreich;;;;;;
19130;Herzogenburg;Niederösterreich;;;;;;
19131;Hilpersdorf;Niederösterreich;X;;0,8;Trockengebiet;;X
19132;Inzersdorf an der Traisen;Niederösterreich;;;;;;
19133;Kapelln;Niederösterreich;;;;;;
19134;Katzenberg;Niederösterreich;;;;;;
19135;Killing;Niederösterreich;;;;;;
19136;Kuffern;Niederösterreich;;;;;;
19137;Landersdorf;Niederösterreich;;;;;;
19138;Landhausen;Niederösterreich;;;;;;
19139;Langmannersdorf;Niederösterreich;;;;;;
19140;Obermerking;Niederösterreich;;;;;;
19141;Untermerking;Niederösterreich;;;;;;
19142;Neusiedl;Niederösterreich;;;;;;
19143;Noppendorf;Niederösterreich;;;;;;
19144;Nußdorf an der Traisen;Niederösterreich;;;;;;
19145;Oberndorf in der Ebene;Niederösterreich;;;;;;
19146;Oberndorf am Gebirge;Niederösterreich;;;;;;
19147;Obritzberg;Niederösterreich;;;;;;
19148;Ossarn;Niederösterreich;;;;;;
19149;Panzing und Miesting;Niederösterreich;;;;;;
19150;Perschling;Niederösterreich;;;;;;
19151;Pfaffing;Niederösterreich;;;;;;
19152;Pönning;Niederösterreich;;;;;;
19153;Pottschal;Niederösterreich;;;;;;
19154;Rassing;Niederösterreich;;;;;;
19155;Rapoltendorf;Niederösterreich;;;;;;
19156;Ratzersdorf;Niederösterreich;;;;;;
19157;Reichersdorf;Niederösterreich;;;;;;
19158;Ried;Niederösterreich;;;;;;
19159;Rottersdorf;Niederösterreich;;;;;;
19160;Großrust;Niederösterreich;;;;;;
19161;Kleinrust;Niederösterreich;;;;;;
19162;Schweinern;Niederösterreich;;;;;;
19163;Statzendorf;Niederösterreich;;;;;;
19164;Stollhofen;Niederösterreich;;;;;;
19165;Theyern;Niederösterreich;;;;;;
19166;Traismauer;Niederösterreich;;;;;;
19167;Walpersdorf;Niederösterreich;;;;;;
19168;Waldletzberg;Niederösterreich;;;;;;
19169;Weidling;Niederösterreich;;;;;;
19170;Weißenkirchen an der Perschling;Niederösterreich;;;;;;
19171;Wetzmannsthal;Niederösterreich;;;;;;
19172;Wieselbruck;Niederösterreich;;;;;;
19173;Wielandsthal;Niederösterreich;;;;;;
19174;Oberwinden;Niederösterreich;;;;;;
19175;Unterwinden;Niederösterreich;;;;;;
19176;Winzing;Niederösterreich;;;;;;
19177;Oberwölbling;Niederösterreich;;;;;;
19178;Unterwölbling;Niederösterreich;;;;;;
19179;Zagging;Niederösterreich;;;;;;
19180;Wagram an der Traisen;Niederösterreich;;;;;;
19181;Thalheim;Niederösterreich;;;;;;
19182;Gunnersdorf;Niederösterreich;;;;;;
19183;Murstetten;Niederösterreich;;;;;;
19184;Obermoos;Niederösterreich;;;;;;
19185;Winkling;Niederösterreich;;;;;;
19201;Aigelsbach;Niederösterreich;;;;;;
19202;Frankenfels;Niederösterreich;;;;;;
19203;Grünau;Niederösterreich;;;;;;
19204;Grünsbach;Niederösterreich;;;;;;
19205;Hofstetten;Niederösterreich;;;;;;
19206;Kammerhof;Niederösterreich;;;;;;
19207;Kirchberg an der Pielach;Niederösterreich;;;;;;
19208;Loich;Niederösterreich;;;;;;
19209;Mainburg;Niederösterreich;;;;;;
19210;Plambach;Niederösterreich;;;;;;
19211;Plambacheck;Niederösterreich;;;;;;
19212;Rabenstein;Niederösterreich;;;;;;
19213;Schwarzenbach;Niederösterreich;;;;;;
19301;St. Aegyd am Neuwalde;Niederösterreich;;;;;;
19302;Annarotte;Niederösterreich;;;;;;
19303;Anthofrotte;Niederösterreich;;;;;;
19304;Dörfl;Niederösterreich;;;;;;
19305;Hintereben;Niederösterreich;;;;;;
19306;Vordereben;Niederösterreich;;;;;;
19307;Eschenau;Niederösterreich;;;;;;
19308;Außerfahrafeld;Niederösterreich;;;;;;
19309;Innerfahrafeld;Niederösterreich;;;;;;
19310;Herrschaftsgründe;Niederösterreich;;;;;;
19311;Hohenberg;Niederösterreich;;;;;;
19312;Josefsrotte;Niederösterreich;;;;;;
19313;Jungherrnthal;Niederösterreich;;;;;;
19314;Keeramt;Niederösterreich;;;;;;
19315;Langseitenrotte;Niederösterreich;;;;;;
19316;Lassingrotte;Niederösterreich;;;;;;
19317;Lehenrotte;Niederösterreich;;;;;;
19318;Lilienfeld;Niederösterreich;;;;;;
19319;Marktl;Niederösterreich;;;;;;
19320;Mitterbachamt;Niederösterreich;;;;;;
19321;Mitterbachseerotte;Niederösterreich;;;;;;
19322;Moosbachrotte;Niederösterreich;;;;;;
19323;Pichelrotte;Niederösterreich;;;;;;
19324;Rachsenbachrotte;Niederösterreich;;;;;;
19325;Schildbachrotte;Niederösterreich;;;;;;
19326;Schrambach;Niederösterreich;;;;;;
19327;Stangenthal;Niederösterreich;;;;;;
19328;Steinbachrotte;Niederösterreich;;;;;;
19329;Traisen;Niederösterreich;;;;;;
19330;Traisenbachrotte;Niederösterreich;;;;;;
19331;Türnitz;Niederösterreich;;;;;;
19332;Haupttürnitzrotte;Niederösterreich;;;;;;
