Katastralgemeindenummer;Katastralgemeinde_Name;Bundesland;GWA;NAPV Anlage 5 Gebiet;Faktor für Saldo;GW-Acker Layer;Feuchtgebiet;Trockengebiet
1002;Alsergrund;Wien;;;;;;
1004;Innere Stadt;Wien;;;;;;
1005;Josefstadt;Wien;;;;;;
1006;Landstraße;Wien;;;;;;
1008;Margarethen;Wien;;;;;;
1009;Mariahilf;Wien;;;;;;
1010;Neubau;Wien;;;;;;
1011;Wieden;Wien;;;;;;
1101;Favoriten;Wien;;;;;;
1102;Inzersdorf Stadt;Wien;;;;;;
1103;Kaiserebersdorf;Wien;X;;0,8;Trockengebiet;;X
1104;Oberlaa Land;Wien;X;;0,8;Trockengebiet;;X
1105;Oberlaa Stadt;Wien;X;;0,8;Trockengebiet;;X
1106;Rothneusiedl;Wien;X;;0,8;Trockengebiet;;X
1107;Simmering;Wien;X;;0,8;Trockengebiet;;X
1108;Unterlaa;Wien;X;;0,8;Trockengebiet;;X
1109;Albern;Wien;X;;0,8;Trockengebiet;;X
1201;Auhof;Wien;;;;;;
1202;Breitensee;Wien;;;;;;
1203;Hacking;Wien;;;;;;
1204;Hadersdorf;Wien;;;;;;
1205;Hietzing;Wien;;;;;;
1206;Hütteldorf;Wien;;;;;;
1207;Lainz;Wien;;;;;;
1208;Oberbaumgarten;Wien;;;;;;
1209;Ober St. Veit;Wien;;;;;;
1210;Penzing;Wien;;;;;;
1211;Rosenberg;Wien;;;;;;
1212;Schönbrunn;Wien;;;;;;
1213;Speising;Wien;;;;;;
1214;Unterbaumgarten;Wien;;;;;;
1215;Unter St. Veit;Wien;;;;;;
1216;Weidlingau;Wien;;;;;;
1301;Altmannsdorf;Wien;;;;;;
1302;Fünfhaus;Wien;;;;;;
1303;Gaudenzdorf;Wien;;;;;;
1304;Hetzendorf;Wien;;;;;;
1305;Meidling;Wien;;;;;;
1306;Rudolfsheim;Wien;;;;;;
1307;Sechshaus;Wien;;;;;;
1401;Dornbach;Wien;;;;;;
1402;Hernals;Wien;;;;;;
1403;Neulerchenfeld;Wien;;;;;;
1404;Neuwaldegg;Wien;;;;;;
1405;Ottakring;Wien;;;;;;
1501;Gersthof;Wien;;;;;;
1502;Grinzing;Wien;;;;;;
1503;Heiligenstadt;Wien;;;;;;
1504;Josefsdorf;Wien;;;;;;
1505;Kahlenbergerdorf;Wien;;;;;;
1506;Neustift am Walde;Wien;;;;;;
1507;Nußdorf;Wien;;;;;;
1508;Oberdöbling;Wien;;;;;;
1509;Obersievering;Wien;;;;;;
1510;Pötzleinsdorf;Wien;;;;;;
1511;Salmannsdorf;Wien;;;;;;
1512;Unterdöbling;Wien;;;;;;
1513;Untersievering;Wien;;;;;;
1514;Währing;Wien;;;;;;
1515;Weinhaus;Wien;;;;;;
1603;Donaufeld;Wien;X;X;0,8;Trockengebiet;;X
1605;Floridsdorf;Wien;X;X;0,8;Trockengebiet;;X
1606;Großjedlersdorf I;Wien;X;X;0,8;Trockengebiet;;X
1607;Großjedlersdorf II;Wien;X;X;0,8;Trockengebiet;;X
1609;Jedlesee;Wien;X;X;0,8;Trockengebiet;;X
1613;Leopoldau;Wien;X;X;0,8;Trockengebiet;;X
1614;Schwarze Lackenau;Wien;X;X;0,8;Trockengebiet;;X
1616;Stammersdorf;Wien;X;X;0,8;Trockengebiet;;X
1617;Strebersdorf;Wien;X;X;0,8;Trockengebiet;;X
1620;Brigittenau;Wien;;;;;;
1651;Aspern;Wien;X;X;0,8;Trockengebiet;;X
1652;Breitenlee;Wien;X;X;0,8;Trockengebiet;;X
1654;Eßling;Wien;X;X;0,8;Trockengebiet;;X
1657;Leopoldstadt;Wien;;;;;;
1658;Hirschstetten;Wien;X;X;0,8;Trockengebiet;;X
1660;Kagran;Wien;X;X;0,8;Trockengebiet;;X
1661;Kaiserebersdorf Herrschaft;Wien;X;X;0,8;Trockengebiet;;X
1662;Landjägermeisteramt;Wien;X;X;0,8;Trockengebiet;;X
1665;Stadlau;Wien;X;X;0,8;Trockengebiet;;X
1668;Süssenbrunn;Wien;X;X;0,8;Trockengebiet;;X
1669;Kaisermühlen;Wien;X;X;0,8;Trockengebiet;;X
1701;Gugging;Niederösterreich;;;;;;
1702;Höflein an der Donau;Niederösterreich;;;;;;
1703;Kierling;Niederösterreich;;;;;;
1704;Klosterneuburg;Niederösterreich;;;;;;
1705;Kritzendorf;Niederösterreich;;;;;;
1706;Weidling;Niederösterreich;;;;;;
1707;Weidlingbach;Niederösterreich;;;;;;
1708;Gerasdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
1709;Kapellerfeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
1710;Seyring;Niederösterreich;X;X;0,8;Trockengebiet;;X
1801;Atzgersdorf;Wien;;;;;;
1802;Erlaa;Wien;;;;;;
1803;Inzersdorf;Wien;X;;0,8;Trockengebiet;;X
1804;Kalksburg;Wien;;;;;;
1805;Liesing;Wien;;;;;;
1806;Mauer;Wien;;;;;;
1807;Rodaun;Wien;;;;;;
1808;Siebenhirten;Wien;;;;;;
1901;Au am Kraking;Niederösterreich;;;;;;
1902;Gablitz;Niederösterreich;;;;;;
1903;Mauerbach;Niederösterreich;;;;;;
1904;Pfalzau;Niederösterreich;;;;;;
1905;Preßbaum;Niederösterreich;;;;;;
1906;Purkersdorf;Niederösterreich;;;;;;
1907;Rekawinkel;Niederösterreich;;;;;;
1908;Tullnerbach;Niederösterreich;;;;;;
1909;Wolfsgraben;Niederösterreich;;;;;;
3001;Großaigen;Niederösterreich;;;;;;
3002;Amesleithen;Niederösterreich;;;;;;
3003;Amstetten;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3004;Ardagger Markt;Niederösterreich;;;;;;
3005;Ardagger Stift;Niederösterreich;;;;;;
3006;Berghof;Niederösterreich;;;;;;
3007;Edla;Niederösterreich;;;;;;
3008;Euratsfeld;Niederösterreich;;;;;;
3009;Ferschnitz;Niederösterreich;;;;;;
3010;Freienstein;Niederösterreich;;;;;;
3011;Gafring;Niederösterreich;;;;;;
3012;St. Georgen am Ybbsfelde;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3013;Haag Dorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3014;Hainstetten;Niederösterreich;;;;;;
3015;Hausmening;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3016;Hermannsdorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3017;Hößgang;Niederösterreich;;;;;;
3018;Igelschwang;Niederösterreich;;;;;;
3019;Kollmitzberg;Niederösterreich;;;;;;
3020;Kornberg;Niederösterreich;;;;;;
3021;Krahof;Niederösterreich;;;;;;
3022;Leutzmannsdorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3023;Mauer bei Amstetten;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3024;Nabegg;Niederösterreich;;;;;;
3025;Neuhofen an der Ybbs;Niederösterreich;;;;;;
3026;Neustadtl;Niederösterreich;;;;;;
3027;Innerochsenbach;Niederösterreich;;;;;;
3028;Oed Markt;Niederösterreich;;;;;;
3029;Öhling;Niederösterreich;;;;;;
3030;Perbersdorf;Niederösterreich;;;;;;
3031;Preinsbach;Niederösterreich;;;;;;
3032;Ried;Niederösterreich;;;;;;
3033;Schaltberg;Niederösterreich;;;;;;
3034;Scherbling;Niederösterreich;;;;;;
3035;Schindau;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3036;Schönbichl;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3037;Schweinberg;Niederösterreich;;;;;;
3038;Seisenegg;Niederösterreich;;;;;;
3039;Stephanshart;Niederösterreich;;;;;;
3040;Toberstetten;Niederösterreich;;;;;;
3042;Ulmerfeld;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3043;Viehdorf;Niederösterreich;;;;;;
3044;Wallsee;Niederösterreich;;;;;;
3045;Windpassing;Niederösterreich;;;;;;
3046;Winklarn;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3047;Kleinwolfstein;Niederösterreich;;;;;;
3048;Zeillern;Niederösterreich;;;;;;
3101;Aigenfließen;Niederösterreich;;;;;;
3102;Altenhofen;Niederösterreich;;;;;;
3103;Au;Niederösterreich;;;;;;
3104;Badhof;Niederösterreich;;;;;;
3105;Brunnhof;Niederösterreich;;;;;;
3106;Dorf an der Enns;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3107;Edelhof;Niederösterreich;;;;;;
3108;Endholz;Niederösterreich;;;;;;
3109;Ennsdorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3110;Erla;Niederösterreich;;;;;;
3111;Gstetten;Niederösterreich;;;;;;
3112;Haag Stadt;Niederösterreich;;;;;;
3113;Haidershofen;Niederösterreich;;;;;;
3114;Heimberg;Niederösterreich;;;;;;
3115;Hofkirchen;Niederösterreich;;;;;;
3116;Holzleiten;Niederösterreich;;;;;;
3117;Knillhof;Niederösterreich;;;;;;
3118;Krottendorf;Niederösterreich;;;;;;
3119;Limbach;Niederösterreich;;;;;;
3120;Ottendorf;Niederösterreich;;;;;;
3121;St. Pantaleon;Niederösterreich;;;;;;
3122;Penz;Niederösterreich;;;;;;
3123;Porstenberg;Niederösterreich;;;;;;
3124;Radhof;Niederösterreich;;;;;;
3125;Ramingdorf;Niederösterreich;;;;;;
3126;Oberramsau;Niederösterreich;;;;;;
3127;Reichhub;Niederösterreich;;;;;;
3128;Rems;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3129;Rubring;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3130;Salaberg;Niederösterreich;;;;;;
3131;Schudutz;Niederösterreich;;;;;;
3132;Sträußl;Niederösterreich;;;;;;
3133;Strengberg;Niederösterreich;;;;;;
3134;Thürnbuch;Niederösterreich;;;;;;
3135;Thurnsdorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3136;Tröstelberg;Niederösterreich;;;;;;
3137;St. Valentin;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3138;Vestenthal;Niederösterreich;;;;;;
3139;Wanzenöd;Niederösterreich;;;;;;
3201;Abetzberg;Niederösterreich;;;;;;
3202;Aschbach Dorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3203;Aschbach Markt;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3204;Oberaschbach;Niederösterreich;;;;;;
3205;Biberbach;Niederösterreich;;;;;;
3206;Bubendorf;Niederösterreich;;;;;;
3207;Ertl;Niederösterreich;;;;;;
3208;Grub;Niederösterreich;;;;;;
3209;Hartlmühl;Niederösterreich;;;;;;
3210;Hohenreith;Niederösterreich;;;;;;
3211;Holzschachen;Niederösterreich;;;;;;
3212;St. Johann in Engstetten;Niederösterreich;;;;;;
3213;Krenstetten;Niederösterreich;;;;;;
3214;Kirnberg;Niederösterreich;;;;;;
3215;Meilersdorf;Niederösterreich;;;;;;
3216;St. Michael am Bruckbach;Niederösterreich;;;;;;
3217;Mitterhausleiten;Niederösterreich;;;;;;
3218;St. Peter in der Au Dorf;Niederösterreich;;;;;;
3219;St. Peter in der Au Markt;Niederösterreich;;;;;;
3220;Rohrbach;Niederösterreich;;;;;;
3221;Schwaig;Niederösterreich;;;;;;
3222;Seitenstetten Dorf;Niederösterreich;;;;;;
3223;Seitenstetten Markt;Niederösterreich;;;;;;
3224;Weistrach;Niederösterreich;;;;;;
3225;Wolfsbach;Niederösterreich;;;;;;
3301;Allhartsberg;Niederösterreich;;;;;;
3302;Böhlerwerk;Niederösterreich;;;;;;
3303;Garnberg;Niederösterreich;;;;;;
3304;Großhollenstein;Niederösterreich;;;;;;
3305;Haselgraben;Niederösterreich;;;;;;
3306;Hochau;Niederösterreich;;;;;;
3307;Kogelsbach;Niederösterreich;;;;;;
3308;Konradsheim;Niederösterreich;;;;;;
3309;Königsbergau;Niederösterreich;;;;;;
3310;Kreilhof;Niederösterreich;;;;;;
3311;Krengraben;Niederösterreich;;;;;;
3312;Kröllendorf;Niederösterreich;X;;0,6;Feuchtgebiet;X;
3313;Maisberg;Niederösterreich;;;;;;
3314;Oberkirchen;Niederösterreich;;;;;;
3315;Ofenberg;Niederösterreich;;;;;;
3316;Oisberg;Niederösterreich;;;;;;
3317;Opponitz;Niederösterreich;;;;;;
3318;Prochenberg;Niederösterreich;;;;;;
3319;Prolling;Niederösterreich;;;;;;
3320;Rien;Niederösterreich;;;;;;
3321;Schwarzenbach;Niederösterreich;;;;;;
3322;Schwarzenberg;Niederösterreich;;;;;;
3323;Schwarzois;Niederösterreich;;;;;;
3324;Sonntagberg;Niederösterreich;;;;;;
3325;St. Georgen in der Klaus;Niederösterreich;;;;;;
3326;St. Georgen am Reith;Niederösterreich;;;;;;
3327;St. Leonhard am Walde;Niederösterreich;;;;;;
3328;Thann;Niederösterreich;;;;;;
3329;Waidhofen an der Ybbs;Niederösterreich;;;;;;
3330;Waldamt;Niederösterreich;;;;;;
3331;Windhag;Niederösterreich;;;;;;
3332;Wirts;Niederösterreich;;;;;;
3333;Ybbsitz;Niederösterreich;;;;;;
3334;Zell Arzberg;Niederösterreich;;;;;;
3335;Zell Markt;Niederösterreich;;;;;;
3336;Kematen;Niederösterreich;;;;;;
3337;Niederhausleiten;Niederösterreich;;;;;;
4001;Alland;Niederösterreich;;;;;;
4002;Baden;Niederösterreich;;;;;;
4003;Braiten;Niederösterreich;;;;;;
4004;Dornau;Niederösterreich;;;;;;
4005;Gainfarn;Niederösterreich;;;;;;
4006;Gamingerhof;Niederösterreich;;;;;;
4007;Glashütten;Niederösterreich;;;;;;
4008;Groisbach;Niederösterreich;;;;;;
4009;Großau;Niederösterreich;;;;;;
4010;Günselsdorf;Niederösterreich;;;;;;
4012;Heiligenkreuz;Niederösterreich;;;;;;
4013;Äußerer Kaltenbergerforst;Niederösterreich;;;;;;
4014;Innerer Kaltenbergerforst;Niederösterreich;;;;;;
4015;Klausenleopoldsdorf;Niederösterreich;;;;;;
4016;Kottingbrunn;Niederösterreich;;;;;;
4017;Leesdorf;Niederösterreich;;;;;;
4018;Leobersdorf;Niederösterreich;;;;;;
4019;Mayerling;Niederösterreich;;;;;;
4020;Mitterberg;Niederösterreich;;;;;;
4021;Möllersdorf;Niederösterreich;;;;;;
4022;Oeynhausen;Niederösterreich;;;;;;
4023;Pfaffstätten;Niederösterreich;;;;;;
4024;Pöllerhof;Niederösterreich;;;;;;
4025;Rauhenstein;Niederösterreich;;;;;;
4026;Raisenmarkt;Niederösterreich;;;;;;
4027;Rohrbach;Niederösterreich;;;;;;
4028;Schönau an der Triesting;Niederösterreich;;;;;;
4029;Schwechatbach;Niederösterreich;;;;;;
4030;Siegenfeld;Niederösterreich;;;;;;
4031;Sooß;Niederösterreich;;;;;;
4032;Teesdorf;Niederösterreich;;;;;;
4033;Traiskirchen;Niederösterreich;;;;;;
4034;Tribuswinkel;Niederösterreich;;;;;;
4035;Vöslau;Niederösterreich;;;;;;
4036;Weikersdorf;Niederösterreich;;;;;;
4037;Weißenweg;Niederösterreich;;;;;;
4038;Wienersdorf;Niederösterreich;;;;;;
4039;Windhaag;Niederösterreich;;;;;;
4040;Tattendorf;Niederösterreich;;;;;;
4041;Kleinmariazellerforst;Niederösterreich;;;;;;
4042;Blumau-Neurißhof;Niederösterreich;;;;;;
4101;Deutsch Brodersdorf;Niederösterreich;;;;;;
4102;Ebreichsdorf;Niederösterreich;;;;;;
4103;Landegg;Niederösterreich;;;;;;
4104;Mitterndorf;Niederösterreich;;;;;;
4105;Oberwaltersdorf;Niederösterreich;;;;;;
4106;Pottendorf;Niederösterreich;;;;;;
4107;Reisenberg;Niederösterreich;;;;;;
4108;Schranawand;Niederösterreich;;;;;;
4109;Seibersdorf;Niederösterreich;;;;;;
4110;Siegersdorf;Niederösterreich;;;;;;
4112;Trumau;Niederösterreich;;;;;;
4113;Unterwaltersdorf;Niederösterreich;;;;;;
4114;Wampersdorf;Niederösterreich;;;;;;
4115;Weigelsdorf;Niederösterreich;;;;;;
4301;Altenmarkt;Niederösterreich;;;;;;
4302;Berndorf I;Niederösterreich;;;;;;
4303;Berndorf II;Niederösterreich;;;;;;
4304;Berndorf III;Niederösterreich;;;;;;
4305;Berndorf IV;Niederösterreich;;;;;;
4306;St. Corona;Niederösterreich;;;;;;
4307;Enzesfeld;Niederösterreich;;;;;;
4308;Fahrafeld;Niederösterreich;;;;;;
4309;Furth;Niederösterreich;;;;;;
4310;Gadenweith;Niederösterreich;;;;;;
4311;Grillenberg;Niederösterreich;;;;;;
4312;Hirtenberg;Niederösterreich;;;;;;
4313;Hernstein;Niederösterreich;;;;;;
4314;Kleinfeld;Niederösterreich;;;;;;
4315;Lindabrunn;Niederösterreich;;;;;;
4316;Kleinmariazell;Niederösterreich;;;;;;
4318;Neuhaus;Niederösterreich;;;;;;
4319;Neusiedl bei Grillenberg;Niederösterreich;;;;;;
4320;Nöstach;Niederösterreich;;;;;;
4321;Pottenstein;Niederösterreich;;;;;;
4322;Pöllau;Niederösterreich;;;;;;
4323;Schwarzensee;Niederösterreich;;;;;;
4324;Steinhof;Niederösterreich;;;;;;
4325;Thenneberg;Niederösterreich;;;;;;
4326;Veitsau;Niederösterreich;;;;;;
4327;Weißenbach an der Triesting;Niederösterreich;;;;;;
5001;Arbesthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
5002;Au am Leithagebirge;Niederösterreich;;;;;;
5003;Bruck an der Leitha;Niederösterreich;X;X;0,8;Trockengebiet;;X
5005;Enzersdorf an der Fischa;Niederösterreich;;;;;;
5006;Gallbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
5007;Gerhaus;Niederösterreich;X;X;0,8;Trockengebiet;;X
5008;Göttlesbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
5009;Götzendorf;Niederösterreich;;;;;;
5010;Hof am Leithagebirge;Niederösterreich;;;;;;
5011;Höflein;Niederösterreich;X;X;0,8;Trockengebiet;;X
5012;Mannersdorf am Leithagebirge;Niederösterreich;;;;;;
5013;Margarethen am Moos;Niederösterreich;;;;;;
5014;Pachfurth;Niederösterreich;X;X;0,8;Trockengebiet;;X
5015;Pischelsdorf;Niederösterreich;;;;;;
5016;Prugg Schloß;Niederösterreich;X;X;0,8;Trockengebiet;;X
5017;Rohrau;Niederösterreich;X;X;0,8;Trockengebiet;;X
5018;Sarasdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
5019;Sommerein;Niederösterreich;;;;;;
5020;Stixneusiedl;Niederösterreich;X;X;0,8;Trockengebiet;;X
5021;Trautmannsdorf;Niederösterreich;;;;;;
5022;Wilfleinsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
5023;Hollern;Niederösterreich;X;X;0,8;Trockengebiet;;X
5024;Unterwald;Niederösterreich;X;X;0,8;Trockengebiet;;X
5101;Bad Deutsch Altenburg;Niederösterreich;X;X;0,8;Trockengebiet;;X
5102;Berg;Niederösterreich;X;X;0,8;Trockengebiet;;X
5103;Deutsch Haslau;Niederösterreich;X;X;0,8;Trockengebiet;;X
5104;Hainburg an der Donau;Niederösterreich;X;X;0,8;Trockengebiet;;X
5105;Haslau an der Donau;Niederösterreich;X;X;0,8;Trockengebiet;;X
5107;Hundsheim;Niederösterreich;X;X;0,8;Trockengebiet;;X
5108;Maria Ellend;Niederösterreich;X;X;0,8;Trockengebiet;;X
5109;Petronell;Niederösterreich;X;X;0,8;Trockengebiet;;X
5110;Prellenkirchen;Niederösterreich;X;X;0,8;Trockengebiet;;X
5111;Regelsbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
5112;Scharndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
5113;Schönabrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
5114;Wangheim;Niederösterreich;X;X;0,8;Trockengebiet;;X
5115;Wildungsmauer;Niederösterreich;X;X;0,8;Trockengebiet;;X
5116;Wolfsthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
5202;Ebergassing;Niederösterreich;;;;;;
5203;Fischamend Dorf;Niederösterreich;;;;;;
5204;Fischamend Markt;Niederösterreich;X;X;0,8;Trockengebiet;;X
5205;Gramatneusiedl;Niederösterreich;;;;;;
5206;Gutenhof;Niederösterreich;;;;;;
5207;Himberg;Niederösterreich;;;;;;
5208;Kledering;Niederösterreich;;;;;;
5209;Kleinneusiedl;Niederösterreich;;;;;;
5210;Leopoldsdorf;Niederösterreich;;;;;;
5211;Mannswörth;Niederösterreich;;;;;;
5212;Maria Lanzendorf;Niederösterreich;;;;;;
5213;Moosbrunn;Niederösterreich;;;;;;
5215;Oberlanzendorf;Niederösterreich;;;;;;
5216;Pellendorf;Niederösterreich;;;;;;
5217;Rannersdorf;Niederösterreich;;;;;;
5218;Rauchenwarth;Niederösterreich;;;;;;
5219;Schwadorf;Niederösterreich;;;;;;
5220;Schwechat;Niederösterreich;;;;;;
5221;Unterlanzendorf;Niederösterreich;;;;;;
5222;Velm;Niederösterreich;;;;;;
5223;Wienerherberg;Niederösterreich;;;;;;
5224;Zwölfaxing;Niederösterreich;;;;;;
5225;Rustenfeld;Niederösterreich;;;;;;
6001;Angern;Niederösterreich;X;X;0,8;Trockengebiet;;X
6002;Aspacherfeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
6003;Auersthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
6004;Dörfles;Niederösterreich;X;X;0,8;Trockengebiet;;X
6005;Ebenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
6006;Gänserndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6007;Götzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6008;Grub an der March;Niederösterreich;X;X;0,8;Trockengebiet;;X
6009;Kleinharras;Niederösterreich;X;X;0,8;Trockengebiet;;X
6010;Kollnbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
6011;Mannersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6013;Matzen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6014;Ollersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6015;Pirawarth;Niederösterreich;X;X;0,8;Trockengebiet;;X
6016;Prottes;Niederösterreich;X;X;0,8;Trockengebiet;;X
6017;Raggendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6018;Reyersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6019;Hohenruppersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6020;Schönkirchen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6021;Großschweinbarth;Niederösterreich;X;X;0,8;Trockengebiet;;X
6022;Spannberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
6023;Stillfried;Niederösterreich;X;X;0,8;Trockengebiet;;X
6024;Straßerfeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
6025;Stripfing;Niederösterreich;X;X;0,8;Trockengebiet;;X
6026;Tallesbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
6027;Velm;Niederösterreich;X;X;0,8;Trockengebiet;;X
6029;Weikendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6030;Aderklaa;Niederösterreich;X;X;0,8;Trockengebiet;;X
6031;Deutsch Wagram;Niederösterreich;X;X;0,8;Trockengebiet;;X
6032;Helmahof;Niederösterreich;X;X;0,8;Trockengebiet;;X
6033;Stallingerfeld;Niederösterreich;X;X;0,8;Trockengebiet;;X
6101;Niederabsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6102;Windisch Baumgarten;Niederösterreich;X;X;0,8;Trockengebiet;;X
6103;Blumenthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
6104;Dobermannsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6105;Drösing;Niederösterreich;X;X;0,8;Trockengebiet;;X
6106;Dürnkrut;Niederösterreich;X;X;0,8;Trockengebiet;;X
6107;Eichhorn;Niederösterreich;X;X;0,8;Trockengebiet;;X
6108;Erdpreß;Niederösterreich;X;X;0,8;Trockengebiet;;X
6109;Gaiselberg;Niederösterreich;X;X;0,8;Trockengebiet;;X
6110;Gösting;Niederösterreich;X;X;0,8;Trockengebiet;;X
6111;Hauskirchen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6112;Hohenau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6113;Großinzersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6114;Jedenspeigen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6115;Loidesthal;Niederösterreich;X;X;0,8;Trockengebiet;;X
6116;Maustrenk;Niederösterreich;X;X;0,8;Trockengebiet;;X
6117;Neusiedl an der Zaya;Niederösterreich;X;X;0,8;Trockengebiet;;X
6118;Nexing;Niederösterreich;X;X;0,8;Trockengebiet;;X
6119;Palterndorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6120;Prinzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6121;Rannersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6122;Ringelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6123;Sierndorf an der March;Niederösterreich;X;X;0,8;Trockengebiet;;X
6124;Niedersulz;Niederösterreich;X;X;0,8;Trockengebiet;;X
6125;Obersulz;Niederösterreich;X;X;0,8;Trockengebiet;;X
6126;St. Ulrich;Niederösterreich;X;X;0,8;Trockengebiet;;X
6127;Waltersdorf an der March;Niederösterreich;X;X;0,8;Trockengebiet;;X
6128;Zistersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6129;Waidendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6201;Andlersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6202;Breitstetten;Niederösterreich;X;X;0,8;Trockengebiet;;X
6203;Eckartsau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6204;Franzensdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6205;Fuchsenbigl;Niederösterreich;X;X;0,8;Trockengebiet;;X
6206;Glinzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6207;Großenzersdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6208;Großhofen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6209;Haringsee;Niederösterreich;X;X;0,8;Trockengebiet;;X
6210;Kopfstetten;Niederösterreich;X;X;0,8;Trockengebiet;;X
6211;Leopoldsdorf im Marchfelde;Niederösterreich;X;X;0,8;Trockengebiet;;X
6212;Mannsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6213;Markgrafneusiedl;Niederösterreich;X;X;0,8;Trockengebiet;;X
6214;Matzneusiedl;Niederösterreich;X;X;0,8;Trockengebiet;;X
6215;Mühlleiten;Niederösterreich;X;X;0,8;Trockengebiet;;X
6216;Oberhausen;Niederösterreich;X;X;0,8;Trockengebiet;;X
6217;Obersiebenbrunn;Niederösterreich;X;X;0,8;Trockengebiet;;X
6218;Orth an der Donau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6219;Parbasdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6220;Pframa;Niederösterreich;X;X;0,8;Trockengebiet;;X
6221;Probstdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6222;Pysdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6223;Raasdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6224;Rutzendorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6225;Schönau an der Donau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6226;Straudorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
6227;Wagram an der Donau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6228;Wittau;Niederösterreich;X;X;0,8;Trockengebiet;;X
6229;Witzelsdorf;Niederösterreich;X;X;0,8;Trockengebiet;;X
