ID;Kultur;Feldstücknutzungsart;Düngeobergrenze EL niedrig;Düngeobergrenze EL niedrig A5;EL niedrig Bereich;EL niedrig t / m3 ab;Entzugsfaktor EL niedrig;Düngeobergrenze EL mittel;Düngeobergenze EL mittel A5;EL mittel Bereich ;EL mittel t / m3 je ab;Entzugsfaktor EL mittel;Düngeobergrenze EL hoch 1;Düngeobergrenze EL hoch 1 A5;EL hoch 1 Bereich;EL hoch 1 t / m3 ab;Entzugsfaktor EL hoch 1;Düngeobergrenze EL hoch 2;Düngeobergenze EL hoch 2 A5;EL hoch 2 Bereich;EL hoch 2 t / m3 ab;Entzugsfaktor EL hoch 2;Düngeobergrenze EL hoch 3;Düngeobergenze EL hoch 3 A5;EL hoch 3 t / m3 Bereich;EL hoch 3 t / m3 ab;EL hoch 3 t / m3 bis;Entzugsfaktor EL hoch3;Entzugswert höher EL hoch 3 für Körnermais / CCM;N-Nachlieferung;N-Nachlieferung im Folgejahr;Mindestvorrat;Mindestvorrat im Folgejahr;Gemüsekultur;Phosphor A niedrig;Phosphor A mittel;Phosphor A hoch;Phosphor B niedrig;Phosphor B mittel;Phosphor B hoch;Phosphor C niedrig;Phosphor C mittel;Phosphor C hoch;Phosphor D niedrig;Phosphor D mittel;Phosphor D hoch;Phosphor E;Kalium A niedrig;Kalium A mittel;Kalium A hoch;Kalium B niedrig;Kalium B mittel;Kalium B hoch;Kalium C niedrig;Kalium C mittel;Kalium C hoch;Kalium D niedrig;Kalium D mittel;Kalium D hoch;Kalium E;WRRL Steiermark EL niedrig;WRRL Steiermark EL mittel -10%;WRRL Steiermark EL mittel;WRRL Steiermark EL hoch 1;WRRL Steiermark EL hoch 2;WRRL Steiermark EL hoch 3;"Saldierungsart 1=t/ha; 2=m3/ha;3=kg N/ha;4=Weichweizen; 5=Braugerste;6=Mais;7=EL Auswahl;8=keine Eingabe";Ertragserfassungsart
1.1.2870;Edelkastanie;S;;;;;;60;60;2,0 - 3,0 t;0;;60;60;> 3,0 t;;;;;;;;;;;;;;;0;0;;;;80;80;80;60;60;60;35;40;45;20;20;25;0;160;160;160;120;120;120;;80;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2880;Heidelbeere;S;;;;;;90;90;5,0 - 8,0 t;0;;120;120;> 8,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;35;10;15;20;0;130;130;130;100;100;100;;65;75;35;35;40;0;;;;;;;7;EL Auswahl
1.1.2890;Himbeere;S;;;;;;90;90;8,0 - 10,0 t;0;;110;110;> 10,0 t;;;;;;;;;;;;;;;0;0;;;;80;80;80;60;60;60;35;40;60;20;20;30;0;180;180;180;135;135;135;;90;120;45;45;60;0;;;;;;;7;EL Auswahl
1.1.2900;Holunder;S;;;;;;150;150;8,0 - 10,0 t;0;;175;175;> 10,0 t;;;;;;;;;;;;;;;0;0;;;;80;80;80;60;60;60;35;40;50;20;20;25;0;180;180;180;135;135;135;;90;110;45;45;55;0;;;;;;;7;EL Auswahl
1.1.2910;Hopfen;S;;;;;;150;150;1,5 - 1,8 t;0;;175;175;> 1,8 t;;;;;;;;;;;;;;;0;0;;;;90;90;90;70;70;70;40;45;55;20;25;30;0;320;320;320;210;240;240;;160;200;80;80;100;0;;;;;;;7;EL Auswahl
1.1.2920;Kirschen;S;;;;;;70;70;8,0 - 12,0 t;0;;110;110;> 12,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2930;Marille;S;;;;;;70;70;10,0 - 15,0 t;0;;110;110;> 15,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2940;Nektarine;S;;;;;;70;70;15,0 - 20,0 t;0;;110;110;> 20,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2950;Anderes Obst;S;;;;;;70;70;30,0 - 40,0 t;0;;100;100;> 40,0 t;;;;;;;;;;;;;;;0;0;;;;70;70;70;55;55;55;30;35;35;15;20;20;0;240;240;240;180;180;180;;120;120;60;60;60;0;;;;;;;7;EL Auswahl
1.1.2960;Pfirsich;S;;;;;;70;70;15,0 - 20,0 t;0;;110;110;> 20,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2970;Pflaume;S;;;;;;70;70;15,0 - 20,0 t;0;;110;110;> 20,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.2980;Preiselbeere;S;;;;;;90;90;5,0 - 8,0 t;0;;120;120;> 8,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;35;10;15;20;0;130;130;130;100;100;100;;65;75;35;35;40;0;;;;;;;7;EL Auswahl
1.1.2990;Quitte;S;;;;;;70;70;30,0 - 40,0 t;0;;100;100;> 40,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;35;10;15;20;0;180;180;180;135;135;135;;90;120;45;45;60;0;;;;;;;7;EL Auswahl
1.1.3000;Johannisbeere;S;;;;;;90;90;8,0 - 12,0 t;0;;120;120;> 12,0 t;;;;;;;;;;;;;;;0;0;;;;110;110;110;85;85;85;50;55;70;25;30;35;0;260;260;260;195;195;195;;130;170;65;65;85;0;;;;;;;7;EL Auswahl
1.1.3010;Haselnüsse und andere Schalenfrüchte;S;;;;;;50;50;0,5 - 4,0 t;0;;70;70;> 4,0 t;;;;;;;;;;;;;;;0;0;;;;60;60;60;45;45;45;25;30;35;15;15;20;0;180;180;180;135;135;135;;90;95;45;45;50;0;;;;;;;7;EL Auswahl
1.1.3020;Apfelbeere, Aronia;S;;;;;;90;90;6,0 - 8,0 t;0;;120;120;> 8,0 t;;;;;;;;;;;;;;;0;0;;;;110;110;110;85;85;85;50;55;70;25;30;35;0;260;260;260;195;195;195;;130;170;65;65;85;0;;;;;;;7;EL Auswahl
1.1.3030;Sonstige Spezialkulturfläche;S;;;;;;0;0;-;0;;0;0;-;;;;;;;;;;;;;;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;;;;;;7;EL Auswahl
1.1.3040;Stachelbeere;S;;;;;;60;60;6,0 - 10,0 t;0;;90;90;> 10,0 t;;;;;;;;;;;;;;;0;0;;;;70;70;70;55;55;55;30;35;45;15;20;25;0;170;170;170;130;130;130;;85;115;45;45;60;0;;;;;;;7;EL Auswahl
1.1.3050;Tafelapfel;S;;;;;;70;70;30,0 - 40,0 t;0;;100;100;> 40,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;35;10;15;20;0;180;180;180;135;135;135;;90;120;45;45;60;0;;;;;;;7;EL Auswahl
1.1.3060;Tafelbirne;S;;;;;;70;70;30,0 - 40,0 t;0;;100;100;> 40,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;35;10;15;20;0;180;180;180;135;135;135;;90;120;45;45;60;0;;;;;;;7;EL Auswahl
1.1.3070;Weichsel;S;;;;;;70;70;8,0 - 12,0 t;0;;110;110;> 12,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;150;150;150;115;115;115;;75;100;40;40;50;0;;;;;;;7;EL Auswahl
1.1.3080;Walnüsse;S;;;;;;50;50;0,5 - 4,0 t;0;;70;70;> 4,0 t;;;;;;;;;;;;;;;0;0;;;;60;60;60;45;45;45;25;30;35;15;15;20;0;180;180;180;135;135;135;;90;95;45;45;50;0;;;;;;;7;EL Auswahl
1.1.3090;Zwetschke;S;;;;;;70;70;15,0 - 20,0 t;0;;110;110;> 20,0 t;;;;;;;;;;;;;;;0;0;;;;50;50;50;40;40;40;20;25;30;10;15;15;0;200;200;200;150;150;150;;100;100;50;50;50;0;;;;;;;7;EL Auswahl
