ID;Kultur;Feldstücknutzungsart;Düngeobergrenze EL niedrig;Düngeobergrenze EL niedrig A5;EL niedrig Bereich;EL niedrig t / m3 ab;Entzugsfaktor EL niedrig;Düngeobergrenze EL mittel;Düngeobergenze EL mittel A5;EL mittel Bereich ;EL mittel t / m3 je ab;Entzugsfaktor EL mittel;Düngeobergrenze EL hoch 1;Düngeobergrenze EL hoch 1 A5;EL hoch 1 Bereich;EL hoch 1 t / m3 ab;Entzugsfaktor EL hoch 1;Düngeobergrenze EL hoch 2;Düngeobergenze EL hoch 2 A5;EL hoch 2 Bereich;EL hoch 2 t / m3 ab;Entzugsfaktor EL hoch 2;Düngeobergrenze EL hoch 3;Düngeobergenze EL hoch 3 A5;EL hoch 3 t / m3 Bereich;EL hoch 3 t / m3 ab;EL hoch 3 t / m3 bis;Entzugsfaktor EL hoch3;Entzugswert höher EL hoch 3 für Körnermais / CCM;N-Nachlieferung;N-Nachlieferung im Folgejahr;Mindestvorrat;Mindestvorrat im Folgejahr;Gemüsekultur;Phosphor A niedrig;Phosphor A mittel;Phosphor A hoch;Phosphor B niedrig;Phosphor B mittel;Phosphor B hoch;Phosphor C niedrig;Phosphor C mittel;Phosphor C hoch;Phosphor D niedrig;Phosphor D mittel;Phosphor D hoch;Phosphor E;Kalium A niedrig;Kalium A mittel;Kalium A hoch;Kalium B niedrig;Kalium B mittel;Kalium B hoch;Kalium C niedrig;Kalium C mittel;Kalium C hoch;Kalium D niedrig;Kalium D mittel;Kalium D hoch;Kalium E;WRRL Steiermark EL niedrig;WRRL Steiermark EL mittel -10%;WRRL Steiermark EL mittel;WRRL Steiermark EL hoch 1;WRRL Steiermark EL hoch 2;WRRL Steiermark EL hoch 3;"Saldierungsart 1=t/ha; 2=m3/ha;3=kg N/ha;4=Weichweizen; 5=Braugerste;6=Mais;7=EL Auswahl;8=keine Eingabe";Ertragserfassungsart
1.1.2050;Kochsalat (Romana-Salate);A;140;140;< 55,0;0;140;185;185;55,0 - 65,0 t;55;;230;230;> 65,0 t;65;;;;;;;;;;;;;;15;7,5;40;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;270;270;270;225;225;225;155;180;225;90;90;90;0;168;200;200;240;240;240;3;t
1.1.2060;Kohl (Herbst);A;235;235;< 40,0;0;235;310;310;40,0 - 60,0 t;40;;390;390;> 60,0 t;60;;;;;;;;;;;;;;50;25;40;20;x;75;75;75;65;65;65;45;50;65;25;25;25;0;270;270;270;225;225;225;155;180;225;90;90;90;0;240;290;290;353;353;353;3;t
1.1.2070;Kohlrabi;A;175;175;< 40,0;0;175;230;230;40,0 - 50,0  t;40;;290;290;> 50,0 t;50;;;;;;;;;;;;;;25;12,5;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;210;210;210;175;175;175;120;140;175;70;70;70;0;168;200;200;240;240;240;3;t
1.1.2080;Kohlrabi (Industrie);A;205;205;< 50,0;0;205;270;270;50,0 - 100,0 t;50;;340;340;> 100,0 t;100;;;;;;;;;;;;;;30;15;40;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;315;315;315;265;265;265;180;210;265;105;105;105;0;180;210;210;248;248;248;3;t
1.1.2090;Kopfsalat;A;75;75;< 26,0;0;75;100;100;26,0 - 44,0 t;26;;125;125;> 44,0 t;44;;;;;;;;;;;;;;15;7,5;40;40;x;45;45;45;40;40;40;25;30;40;15;15;15;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2100;Kraut (früh, Vlies);A;145;145;< 20,0;0;145;195;195;20,0 - 45,0 t;20;;245;245;> 45,0 t;45;;;;;;;;;;;;;;50;25;20;10;x;60;60;60;50;50;50;35;40;50;20;20;20;0;220;220;220;180;180;180;125;145;180;75;75;75;0;220;260;260;310;310;310;3;t
1.1.2110;Kraut (Herbst);A;210;210;< 60,0;0;210;280;280;60,0 - 80,0 t;60;;350;350;> 80,0 t;80;;;;;;;;;;;;;;75;37,5;20;10;x;90;90;90;75;75;75;50;60;75;30;30;30;0;375;375;375;315;315;315;215;250;315;125;125;125;0;296;360;360;440;440;440;3;t
1.1.2120;Kraut (Industrie, früh);A;250;250;< 70,0;0;250;335;335;70,0 - 110,0 t;70;;420;420;> 110,0 t;110;;;;;;;;;;;;;;75;37,5;20;10;x;105;105;105;90;90;90;60;70;90;35;35;35;0;430;430;430;355;355;355;240;285;355;145;145;145;0;296;360;360;440;440;440;3;t
1.1.2130;Kraut (Industrie, spät);A;280;280;< 80,0;0;280;370;370;80,0 - 130,0 t;80;;465;465;> 130,0 t;130;;;;;;;;;;;;;;75;37,5;20;10;x;120;120;120;100;100;100;70;80;100;40;40;40;0;465;465;465;390;390;390;265;310;390;155;155;155;0;296;360;360;440;440;440;3;t
1.1.2140;Kraut (Lager);A;235;235;< 52,0;0;235;310;310;52,0 - 88,0 t;52;;390;390;> 88,0 t;88;;;;;;;;;;;;;;75;37,5;20;10;x;105;105;105;90;90;90;60;70;90;35;35;35;0;430;430;430;355;355;355;240;285;355;145;145;145;0;252;305;305;371;371;371;3;t
1.1.2150;Kraut (Sommer);A;165;165;< 40,0;0;165;220;220;40,0 - 70,0 t;40;;275;275;> 70,0 t;70;;;;;;;;;;;;;;75;37,5;20;10;x;75;75;75;65;65;65;45;50;65;25;25;25;0;285;285;285;240;240;240;160;190;240;95;95;95;0;296;360;360;440;440;440;3;t
1.1.2160;Kren;A;190;190;< 7,0;0;190;250;250;7,0 - 13,0 t;70;;315;315;> 13,0 t;13;;;;;;;;;;;;;;10;5;0;0;x;90;90;90;75;75;75;50;60;75;30;30;30;0;270;270;270;225;225;225;155;180;225;90;90;90;0;200;240;240;290;290;290;3;t
1.1.2170;Kürbis (Speisekürbis);A;130;130;< 20,0;0;130;170;170;20,0 - 50,0 t;20;;215;215;> 50,0 t;50;;;;;;;;;;;;;;45;22,5;0;0;x;75;75;75;65;65;65;45;50;65;25;25;25;0;330;330;330;275;275;275;185;220;275;110;110;110;0;198;235;235;281;281;281;3;t
1.1.2180;Mangold;A;135;135;< 15,0;0;135;180;180;15,0 - 20,0 t;15;;225;225;> 20,0 t;20;;;;;;;;;;;;;;30;15;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;270;270;270;225;225;225;155;180;225;90;90;90;0;152;180;180;215;215;215;3;t
1.1.2190;Melone;A;115;115;< 20,0;0;115;155;155;20,0 - 50,0 t;20;;195;195;> 50,0 t;50;;;;;;;;;;;;;;45;22,5;0;0;x;75;75;75;65;65;65;45;50;65;25;25;25;0;315;315;315;265;265;265;180;210;265;105;105;105;0;156;185;185;221;221;221;3;t
1.1.2200;Pastinake;A;165;165;< 40,0;0;165;220;220;40,0 - 50,0 t;40;;275;275;> 50,0 t;50;;;;;;;;;;;;;;55;27,5;0;0;x;45;45;45;40;40;40;25;30;40;15;15;15;0;285;285;285;240;240;240;160;190;240;95;95;95;0;144;170;170;203;203;203;3;t
1.1.2210;Petersilie (Schnitt);A;175;175;< 20,0;0;175;235;235;20,0 - 50,0 t;20;;295;295;> 50,0 t;50;;;;;;;;;;;;;;10;5;40;20;x;45;45;45;40;40;40;25;30;40;15;15;15;0;285;285;285;240;240;240;160;190;240;95;95;95;0;144;170;170;203;203;203;3;t
1.1.2220;Petersilie (Wurzel);A;115;115;< 35,0;0;115;155;155;35,0 - 45,0 t;35;;195;195;> 45,0 t;45;;;;;;;;;;;;;;45;22,5;0;0;x;45;45;45;40;40;40;25;30;40;15;15;15;0;285;285;285;240;240;240;160;190;240;95;95;95;0;144;170;170;203;203;203;3;t
1.1.2230;Porree (Herbst, Winter);A;175;175;< 30,0;0;175;235;235;30,0 - 60,0 t;30;;295;295;> 60,0 t;60;;;;;;;;;;;;;;40;20;40;20;x;75;75;75;65;65;65;45;50;65;25;25;25;0;270;270;270;225;225;225;155;180;225;90;90;90;0;212;250;250;298;298;298;3;t
1.1.2240;Porree (früh, Folie);A;150;150;< 25,0;0;150;200;200;25,0 - 50,0 t;25;;250;250;> 50,0 t;50;;;;;;;;;;;;;;35;17,5;40;20;x;45;45;45;40;40;40;25;30;40;15;15;15;0;195;195;195;165;165;165;110;130;165;65;65;65;0;212;250;250;298;298;298;3;t
1.1.2250;Porree (Hybrid);A;225;225;< 60,0;0;225;300;300;60,0 - 110,0 t;60;;375;375;> 110,0 t;110;;;;;;;;;;;;;;45;22,5;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;225;225;225;190;190;190;130;150;190;75;75;75;0;212;250;250;298;298;298;3;t
1.1.2260;Radicchio;A;125;125;< 20,0;0;125;165;165;20,0 - 35,0 t;20;;205;205;> 35,0 t;35;;;;;;;;;;;;;;25;12,5;40;20;x;45;45;45;40;40;40;25;30;40;15;15;15;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2270;Radieschen;A;75;75;< 15,0;0;75;100;100;15,0 - 25,0 t;15;;125;125;> 25,0 t;25;;;;;;;;;;;;;;5;2,5;40;20;x;30;30;30;25;25;25;15;20;25;10;10;10;0;150;150;150;125;125;125;85;100;125;50;50;50;0;104;120;120;140;140;140;3;t
1.1.2280;Rettich, schwarz;A;120;120;< 20,0;0;120;160;160;20,0 - 50,0 t;20;;200;200;> 50,0 t;50;;;;;;;;;;;;;;30;15;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;300;300;300;250;250;250;170;200;250;100;100;100;0;136;160;160;190;190;190;3;t
1.1.2290;Bierrettich (8 Wochen);A;130;130;< 35,0;0;130;175;175;35,0 - 70,0 t;35;;220;220;> 70,0 t;70;;;;;;;;;;;;;;20;10;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;300;300;300;250;250;250;170;200;250;100;100;100;0;152;180;180;215;215;215;3;t
1.1.2300;Rhabarber Pflanzjahr;A;100;100;;0;100;130;130;;;;165;165;;;;;;;;;;;;;;;;0;0;30;15;x;90;90;90;75;75;75;50;60;75;30;30;30;0;300;300;300;250;250;250;170;200;250;100;100;100;0;130;155;155;186;186;186;7;EL Auswahl
1.1.2310;Rhabarber 2. Standjahr;A;90;90;< 5,0;0;90;120;120;5,0 - 15,0 t;5;;150;150;> 15,0 t;15;;;;;;;;;;;;;;0;0;20;10;x;90;90;90;75;75;75;50;60;75;30;30;30;0;300;300;300;250;250;250;170;200;250;100;100;100;0;130;155;155;186;186;186;3;t
1.1.2320;Rhabarber 3. Standjahr;A;120;120;< 10,0;0;120;160;160;10,0 - 20,0 t;10;;200;200;> 20,0 t;20;;;;;;;;;;;;;;0;0;40;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;300;300;300;250;250;250;170;200;250;100;100;100;0;130;155;155;186;186;186;3;t
1.1.2330;Rhabarber ab 4. Standjahr;A;120;120;< 15,0;0;120;160;160;15,0 - 40,0 t;15;;200;200;> 40,0 t;40;;;;;;;;;;;;;;0;0;40;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;300;300;300;250;250;250;170;200;250;100;100;100;0;130;155;155;186;186;186;3;t
1.1.2340;Rote Rübe (Industrie);A;205;205;< 50,0;0;205;275;275;50,0 - 100,0 t;50;;345;345;> 100,0 t;100;;;;;;;;;;;;;;30;15;20;10;x;75;75;75;65;65;65;45;50;65;25;25;25;0;330;330;330;275;275;275;185;220;275;110;110;110;0;170;200;200;238;238;238;3;t
1.1.2350;Rote Rübe (Frischmarkt);A;180;180;< 40,0;0;180;240;240;40,0 - 70,0 t;40;;300;300;> 70,0 t;70;;;;;;;;;;;;;;20;10;20;10;x;75;75;75;65;65;65;45;50;65;25;25;25;0;295;295;295;245;245;245;165;195;245;100;100;100;0;170;200;200;238;238;238;3;t
1.1.2360;Rucola;A;130;130;< 12,5;0;130;170;170;12,5 - 35,0 t;12,5;;215;215;> 35,0 t;35;;;;;;;;;;;;;;20;10;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;210;210;210;175;175;175;120;140;175;70;70;70;0;;;;;;;3;t
1.1.2370;Schnittlauch;A;245;245;< 30,0;0;245;325;325;30,0 - 50,0 t;30;;405;405;> 50,0 t;50;;;;;;;;;;;;;;0;0;0;0;x;75;75;75;65;65;65;45;50;65;25;25;25;0;270;270;270;225;225;225;155;180;225;90;90;90;0;210;250;250;300;300;300;3;t
1.1.2380;Schwarzwurzel;A;90;90;< 20,0;0;90;120;120;20,0 - 35,0 t;20;;150;150;> 35,0 t;35;;;;;;;;;;;;;;20;10;0;0;x;90;90;90;75;75;75;50;60;75;30;30;30;0;235;235;235;195;195;195;130;155;195;80;80;80;0;164;195;195;234;234;234;3;t
1.1.2390;Sellerie (Knollen);A;180;180;< 40,0;0;180;240;240;40,0 - 60,0 t;40;;300;300;> 60,0 t;60;;;;;;;;;;;;;;30;15;40;20;x;120;120;120;100;100;100;70;80;100;40;40;40;0;420;420;420;350;350;350;240;280;350;140;140;140;0;210;250;250;300;300;300;3;t
1.1.2400;Sellerie (Stangen-, Bleich-);A;190;190;< 40,0;0;190;250;250;40,0 - 60,0 t;40;;315;315;> 60,0 t;60;;;;;;;;;;;;;;30;15;50;25;x;90;90;90;75;75;75;50;60;75;30;30;30;0;360;360;360;300;300;300;205;240;300;120;120;120;0;162;190;190;225;225;225;7;EL Auswahl
1.1.2410;Spargel Pflanzjahr;A;105;105;;0;105;140;140;;;;175;175;;;;;;;;;;;;;;;;0;0;0;0;x;90;90;90;75;75;75;50;60;75;30;30;30;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2420;Spargel 2. Standjahr;A;120;120;< 1,5;0;120;160;160;1,5 - 2,0 t;1,5;;200;200;> 2,0 t;2;;;;;;;;;;;;;;0;0;40;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2430;Spargel 3. Standjahr;A;120;120;< 6,0;0;120;160;160;6,0 - 8,0 t;6;;200;200;> 8,0 t;8;;;;;;;;;;;;;;0;0;40;40;x;90;90;90;75;75;75;50;60;75;30;30;30;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2440;Spargel (Ertragsanlage);A;60;60;< 8,0;0;60;80;80;8,0 - 12,0 t;8;;100;100;> 12,0 t;12;;;;;;;;;;;;;;0;0;20;20;x;90;90;90;75;75;75;50;60;75;30;30;30;0;210;210;210;175;175;175;120;140;175;70;70;70;0;120;140;140;165;165;165;3;t
1.1.2450;Spinat (Frühjahr);A;125;125;< 15,0;0;125;165;165;15,0 - 25,0 t;15;;205;205;> 25,0 t;25;;;;;;;;;;;;;;30;15;40;40;x;60;60;60;50;50;50;35;40;50;20;20;20;0;210;210;210;175;175;175;120;140;175;70;70;70;0;152;180;180;215;215;215;3;t
1.1.2460;Spinat (Herbst);A;145;145;< 20,0;0;145;190;190;20,0 - 30,0 t;20;;240;240;> 30,0 t;30;;;;;;;;;;;;;;30;15;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;270;270;270;225;225;225;155;180;225;90;90;90;0;152;180;180;215;215;215;3;t
1.1.2470;Spinat (Überwinterung);A;160;160;< 25,0;0;160;210;210;25,0 - 35,0 t;25;;265;265;> 35,0 t;35;;;;;;;;;;;;;;30;15;40;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;270;270;270;225;225;225;155;180;225;90;90;90;0;152;180;180;215;215;215;3;t
1.1.2480;Stangenbohne, Käferbohne (frisch);A;120;120;< 20,0;0;120;160;160;20,0 - 25,0 t;20;;200;200;> 25,0 t;25;;;;;;;;;;;;;;40;20;20;10;x;60;60;60;50;50;50;35;40;50;20;20;20;0;225;225;225;190;190;190;130;150;190;75;75;75;0;136;160;160;190;190;190;3;t
1.1.2490;Stangenbohne, Käferbohne (trocken);A;120;120;< 1,5;0;120;160;160;1,5 - 2,0 t;1,5;;200;200;> 2,0 t;2;;;;;;;;;;;;;;40;20;20;10;x;60;60;60;50;50;50;35;40;50;20;20;20;0;225;225;225;190;190;190;130;150;190;75;75;75;0;152;180;180;215;215;215;3;t
1.1.2500;Vogerlsalat (Rapunzel);A;65;65;< 6,0;0;65;85;85;6,0 - 10,0 t;6;;105;105;> 10,0 t;10;;;;;;;;;;;;;;5;2,5;40;20;x;15;15;15;15;15;15;10;10;15;5;5;5;0;90;90;90;75;75;75;50;60;75;30;30;30;0;68;80;80;95;95;95;3;t
1.1.2510;Zucchini;A;175;175;< 40,0;0;175;230;230;40,0 - 60,0 t;40;;290;290;> 60,0 t;60;;;;;;;;;;;;;;35;17,5;20;10;x;75;75;75;65;65;65;45;50;65;25;25;25;0;315;315;315;265;265;265;180;210;265;105;105;105;0;194;230;230;275;275;275;3;t
1.1.2520;Zuckerhut;A;130;130;< 35,0;0;130;175;175;35,0 - 65,0 t;35;;220;220;> 65,0 t;65;;;;;;;;;;;;;;20;10;40;20;x;45;45;45;40;40;40;25;30;40;15;15;15;0;210;210;210;175;175;175;120;140;175;70;70;70;0;136;160;160;190;190;190;3;t
1.1.2530;Zuckermais (Kolben);A;135;135;< 10,0;0;135;180;180;10,0 - 18,0 t;10;;225;225;> 18,0 t;18;;;;;;;;;;;;;;60;30;20;20;x;60;60;60;50;50;50;35;40;50;20;20;20;0;225;225;225;190;190;190;130;150;190;75;75;75;0;168;200;200;240;240;240;3;t
1.1.2540;Zwiebel (Sommer), trocken;A;110;110;< 40,0;0;110;145;145;40,0 - 60,0 t;40;;180;180;> 60,0 t;60;;;;;;;;;;;;;;30;15;30;30;x;60;60;60;50;50;50;35;40;50;20;20;20;0;210;210;210;175;175;175;120;140;175;70;70;70;0;144;170;170;203;203;203;3;t
1.1.2550;Zwiebel (Bund);A;160;160;< 40,0;0;160;210;210;40,0 - 80,0 t;40;;265;265;> 80,0 t;80;;;;;;;;;;;;;;15;7,5;50;25;x;60;60;60;50;50;50;35;40;50;20;20;20;0;210;210;210;175;175;175;120;140;175;70;70;70;0;100;115;115;134;134;134;3;t
1.1.2560;Almfutterfläche;L;20;20;< 2,0 t;0;;30;30;? 2,0 t;;;0;0;? 2,0 t;;;;;;;;;;;;;;;0;0;;;;15;30;30;15;25;25;10;20;0;0;0;0;0;120;180;180;100;150;150;80;120;120;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2570;Bergmähder;"G;L;A";20;20;< 2,5 t;0;;30;30;? 2,5 t;;;0;0;? 2,5 t;;;;;;;;;;;;;;;0;0;;;;25;45;45;20;40;40;15;30;0;0;-;0;0;30;55;55;25;45;45;20;35;35;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2580;Dauerweide;G;80;80;< 6,5 t;0;;130;130;6,5 - 9,5 t;;;180;0;? 9,5 t;;;;;;;;;;;;;;;30;30;;;;70;105;150;55;90;125;45;70;100;0;0;0;0;195;285;435;165;240;365;130;190;290;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2590;Mähweide (1 Schnitt + 1 bis 2 Weidegänge);"G;D";60;60;< 5,5 t;0;;90;90;? 5,5 t;;;0;0;? 5,5 t;;;;;;;;;;;;;;;30;30;;;;60;75;75;50;65;65;40;50;50;0;0;0;0;165;210;210;140;175;175;110;140;0;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2600;Mähweide (2 Schnitte + 1 Weidegang);"G;D";0;0;< 8,0 t;0;;110;110;< 8,0 t;;;140;0;? 8,0 t;;;;;;;;;;;;;;;30;30;;;;70;90;120;55;75;100;45;60;80;0;0;0;0;220;285;340;180;240;280;145;190;225;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2610;Mähweide (2 Schnitte + 2 oder mehr Weidegänge);"G;D";0;0;< 9,0 t;0;;120;120;< 9,0 t;;;170;0;? 9,0 t;;;;;;;;;;;;;;;30;30;;;;90;120;150;75;100;125;60;80;100;0;0;0;0;240;325;435;200;270;365;160;215;290;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2620;Dauerwiese 1 Schnitt;G;20;20;< 2,5 t;0;;30;30;? 2,5 t;;;0;0;? 2,5 t;;;;;;;;;;;;;;;30;30;;;;25;45;45;20;40;40;15;30;30;0;0;0;0;70;120;120;55;100;100;45;80;80;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2630;Dauerwiese 2 Schnitt;G;60;60;< 4,0 t;0;;90;90;? 4,0 t;;;0;0;? 4,0 t;;;;;;;;;;;;;;;30;30;;;;45;70;70;40;55;55;30;45;45;0;0;0;0;120;180;180;100;150;150;80;120;120;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2640;Dauerwiese 3 Schnitte, gräserbetont (<40% Legum.);G;;;< 6,0 t;0;;120;120;6,0 - 8,0 t;;;150;0;? 8,0 t;;;;;;;;;;;;;;;30;30;;;;70;100;120;55;80;100;45;65;80;0;0;0;0;195;255;325;165;215;270;130;170;215;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2650;Dauerwiese 3 Schnitte, kleereich (>40% Legum.);G;80;80;< 6,0 t;0;;100;100;6,0 - 8,0 t;;;120;0;? 8,0 t;;;;;;;;;;;;;;;40;40;;;;70;100;120;55;80;100;45;65;80;0;0;0;0;195;255;325;165;215;270;130;170;215;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2660;Dauerwiese 4 Schnitte, gräserbetont (<40% Legum.);G;;;< 9,5 t;0;;160;160;< 9,5 t;;;200;0;? 9,5 t;;;;;;;;;;;;;;;30;30;;;;120;120;135;100;100;115;80;80;90;0;0;0;0;310;310;390;255;255;325;205;205;260;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2670;Dauerwiese 4 Schnitte, kleereich (>40% Legum.);G;;; < 9,5 t;0;;120;120;< 9,5 t;;;150;0;? 9,5 t;;;;;;;;;;;;;;;40;40;;;;120;120;135;100;100;115;80;80;90;0;0;0;0;310;310;390;255;255;325;205;205;260;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2680;Dauerwiese 5 Schnitte, gräserbetont (<40% Legum.);G;;;< 11,0 t;0;;200;200;< 11,0 t;;;240;0;? 11 t;;;;;;;;;;;;;;;30;30;;;;130;130;160;105;105;130;85;85;105;0;0;0;0;345;345;450;290;290;375;230;230;300;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2690;Dauerwiese 5 Schnitte, kleereich (>40% Legum.);G;;;< 11,0 t;0;;200;220;< 11,0 t;;;240;0;? 11 t;;;;;;;;;;;;;;;40;40;;;;130;130;160;105;105;130;85;85;105;0;0;0;0;345;345;450;290;290;375;230;230;300;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2700;Dauerwiese 6 Schnitte, gräserbetont (<40% Legum.);G;;;? 12,5 t;0;;;;? 12,5 t;;;270;0;? 12,5 t;;;;;;;;;;;;;;;30;30;;;;180;180;180;150;150;150;120;120;120;0;0;0;0;510;510;510;425;425;425;340;340;340;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2710;Dauerwiese 6 Schnitte, kleereich (>40% Legum.);G;;;? 12,5 t;0;;;;? 12,5 t;;;270;0;? 12,5 t;;;;;;;;;;;;;;;40;40;;;;180;180;180;150;150;150;120;120;120;0;0;0;0;510;510;510;425;425;425;340;340;340;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2720;Hutweide;"G;A;L;D";20;20;< 2,0 t;0;;30;30;? 2,0 t;;;0;0;? 2,0 t;;;;;;;;;;;;;;;0;0;;;;15;30;30;15;25;25;10;20;20;0;0;0;0;30;60;60;25;50;50;20;40;0;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2730;Streuwiese;"G;D;L";20;20;< 2,0 t;0;;30;30;> 2,0 t;;;30;0;> 2,0 t;;;;;;;;;;;;;;;30;30;;;;25;45;45;20;40;40;15;30;0;0;0;0;0;70;120;120;55;100;100;45;80;0;0;0;0;0;;;;;;;7;EL Auswahl
1.1.2740;Grünlandbrache;G;0;0;;0;;0;0;-;;;0;0;-;;;;;;;;;;;;;;;30;30;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2750;Sonstige Grünlandfläche;G;0;0;;0;;0;0;-;;;0;0;-;;;;;;;;;;;;;;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2760;Sonstige Hutweidefläche;"G;D;L";0;0;;0;;0;0;-;;;0;0;-;;;;;;;;;;;;;;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2770;Sonstige Weinfläche;"WI;WT";0;0;;0;;0;0;;;;0;0;;;;;;;;;;;;;;;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2780;Aufdüngung von Neuanlagen;"WI;WT";30;25;< 5,0 t;0;;30;50;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;300;300;300;150;150;150;75;75;75;0;0;0;0;540;540;540;460;460;460;380;380;380;0;0;0;0;;;;;;;8;keine Ertragserfassung
1.1.2790;Wein - Triebwachstum schwach - begrünter Boden ohne Leg.;"WI;WT";65;50;< 5,0 t;0;;80;50;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2800;Wein - Triebwachstum schwach ;"WI;WT";50;50;< 5,0 t;0;;60;50;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2810;Wein - Triebwachstum mittel - begrünter Boden ohne Leg.;"WI;WT";55;50;< 5,0 t;0;;70;50;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2820;Wein - Triebwachstum mittel ;"WI;WT";40;40;< 5,0 t;0;;50;50;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2830;Wein - Triebwachstum stark - begrünter Boden ohne Legum.;"WI;WT";40;40;< 5,0 t;0;;50;30;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2840;Wein - Triebwachstum stark ;"WI;WT";25;25;< 5,0 t;0;;30;30;? 5,0 t;5;;;;;;;;;;;;;;;;;;;0;0;;;;105;105;105;90;90;90;40;40;40;0;0;0;0;240;240;240;200;200;200;160;160;160;80;0;0;0;;;;;;;7;EL Auswahl
1.1.2850;Elefantengras;S;40;35;< 15,0 t;0;;40;35;15,0 - 20,0 t;0;;40;35;20,0 - 25,0 t;20;;40;35;25,0 - 30,0 t;25;;40;35;> 30,0 t;30;;;;0;0;;;;85;85;85;70;70;70;50;55;65;30;30;30;0;150;150;150;125;125;125;90;100;115;50;50;60;0;;;;;;;7;EL Auswahl
1.1.2860;Brombeere;S;;;;;;90;90;8,0 - 14,0 t;0;;120;120;> 14,0 t;;;;;;;;;;;;;;;0;0;;;;70;70;70;0;55;55;30;35;45;15;20;25;0;140;140;140;105;105;105;;70;85;35;35;45;0;;;;;;;7;EL Auswahl
